eff_dt,merchant_nm,cust_no
8/23/2017,LAMIAN,1638063.6
8/4/2017,LAMIAN,881775.4
8/22/2017,LAMIAN,1540171.4
8/4/2017,LAMIAN,3143020
8/23/2017,LAMIAN,1548475.6
8/23/2017,LAMIAN,969685.6
8/4/2017,LAMIAN,1529624.6
8/29/2017,LAMIAN,111881.2
8/23/2017,LAMIAN,2054135
8/4/2017,LAMIAN,633828.4
8/4/2017,LAMIAN,633828.4
8/1/2017,LAMIAN,184193
8/4/2017,LAMIAN,1357531.8
8/14/2017,LAMIAN,332544.6
8/20/2017,LAMIAN,96471
8/17/2017,LAMIAN,720471.6
8/18/2017,LAMIAN,1616717.6
8/20/2017,LAMIAN,479166.6
8/18/2017,LAMIAN,2300439.6
8/11/2017,LAMIAN,1098636.8
8/17/2017,LAMIAN,1692181.4
8/11/2017,LAMIAN,487167.4
8/15/2017,LAMIAN,111881.2
8/11/2017,LAMIAN,1817979
8/11/2017,LAMIAN,1817979
8/17/2017,LAMIAN,633828.4
8/8/2017,LAMIAN,48685.8
8/29/2017,LAMIAN,186993.8
8/18/2017,LAMIAN,1487097.6
8/2/2017,LAMIAN,1496708
8/18/2017,LAMIAN,1624183.2
8/26/2017,LAMIAN,2176971.8
8/17/2017,LAMIAN,1973901.8
8/24/2017,LAMIAN,1104602.6
8/13/2017,COTTON ON,2445091.4
8/13/2017,COTTON ON,194485
8/19/2017,COTTON ON,1390138.4
8/4/2017,COTTON ON,1384508.4
8/15/2017,COTTON ON,1499659.4
8/6/2017,COTTON ON,1190501.2
8/9/2017,COTTON ON,319190.4
8/19/2017,COTTON ON,2118702.8
8/9/2017,COTTON ON,1499659.4
8/23/2017,COTTON ON,103858.4
8/10/2017,COTTON ON,1954075.8
8/5/2017,COTTON ON,3395934.2
8/12/2017,COTTON ON,490602
8/5/2017,COTTON ON,1168782.8
8/10/2017,COTTON ON,960452.2
8/5/2017,COTTON ON,173149
8/6/2017,COTTON ON,505711.4
8/19/2017,COTTON ON,688778.8
8/6/2017,COTTON ON,1991654.2
8/6/2017,COTTON ON,476996
8/6/2017,COTTON ON,3138556.4
8/19/2017,COTTON ON,1566811.6
8/21/2017,COTTON ON,1476339
8/6/2017,COTTON ON,2724683.2
8/12/2017,COTTON ON,2045782.6
8/26/2017,COTTON ON,2058958.6
8/19/2017,COTTON ON,1795767.2
8/19/2017,COTTON ON,1926926
8/18/2017,COTTON ON,1313992.8
8/5/2017,COTTON ON,1446554.8
8/6/2017,COTTON ON,592248.4
8/22/2017,COTTON ON,2073152
8/16/2017,COTTON ON,3011853.4
8/17/2017,COTTON ON,2254944.4
8/22/2017,COTTON ON,2356303.2
8/17/2017,COTTON ON,1408009.4
8/13/2017,COTTON ON,1498438.4
8/19/2017,COTTON ON,639136
8/19/2017,COTTON ON,303515.6
8/18/2017,COTTON ON,3857513
8/16/2017,COTTON ON,2747303.6
8/8/2017,COTTON ON,2041287.2
8/18/2017,COTTON ON,1540592.8
8/19/2017,COTTON ON,705611.4
8/12/2017,COTTON ON,2815763.2
8/22/2017,COTTON ON,1743016
8/12/2017,COTTON ON,2795784.6
8/12/2017,COTTON ON,2815763.2
8/5/2017,COTTON ON,1040199.2
8/1/2017,COTTON ON,3678890.4
8/5/2017,COTTON ON,2266280.2
8/10/2017,COTTON ON,889643.4
8/8/2017,COTTON ON,143789.2
8/5/2017,COTTON ON,895983.8
8/12/2017,COTTON ON,1765115.6
8/14/2017,COTTON ON,1470150.6
8/12/2017,COTTON ON,1531676.6
8/5/2017,COTTON ON,1056368.6
8/13/2017,COTTON ON,2016828.4
8/13/2017,COTTON ON,759380
8/10/2017,COTTON ON,206337
8/13/2017,COTTON ON,1923354.4
8/8/2017,COTTON ON,87820
8/2/2017,COTTON ON,1675957.8
8/3/2017,COTTON ON,2284124.2
8/13/2017,COTTON ON,472851.6
8/29/2017,COTTON ON,1082904.6
8/29/2017,COTTON ON,1348952.4
8/5/2017,COTTON ON,3506941.2
8/8/2017,COTTON ON,1499659.4
8/30/2017,COTTON ON,4008581
8/23/2017,COTTON ON,2433561.4
8/26/2017,COTTON ON,159278.2
8/27/2017,COTTON ON,2303028
8/19/2017,COTTON ON,63323
8/21/2017,COTTON ON,2768673
8/28/2017,COTTON ON,2588208.6
8/19/2017,COTTON ON,1444330.4
8/8/2017,COTTON ON,2041287.2
8/20/2017,COTTON ON,1514563.8
8/22/2017,COTTON ON,111174
8/19/2017,COTTON ON,1667883.8
8/1/2017,COTTON ON,2303028
8/19/2017,COTTON ON,2118702.8
8/4/2017,COTTON ON,943388.8
8/18/2017,COTTON ON,943230.8
8/18/2017,COTTON ON,1821944.2
8/28/2017,COTTON ON,1644317.2
8/28/2017,COTTON ON,1644317.2
8/27/2017,COTTON ON,1565802.8
8/17/2017,COTTON ON,1291874.4
8/5/2017,COTTON ON,2993914.2
8/16/2017,COTTON ON,3028911.6
8/9/2017,COTTON ON,2073152
8/21/2017,COTTON ON,4062745.8
8/29/2017,COTTON ON,758297.8
8/22/2017,COTTON ON,556171.4
8/20/2017,COTTON ON,1515607.2
8/27/2017,CLARK SHOES,1312794.4
8/2/2017,CLARK SHOES,1457732.4
8/1/2017,CLARK SHOES,2851971.6
8/10/2017,CLARK SHOES,1182229.8
8/29/2017,FAST BARBERSHOP,2207651.4
8/16/2017,FAST BARBERSHOP,172386
8/11/2017,FAST BARBERSHOP,1766882.2
8/13/2017,FAST BARBERSHOP,58900.6
8/28/2017,FAST BARBERSHOP,894698
8/21/2017,FAST BARBERSHOP,1385503.2
8/20/2017,FAST BARBERSHOP,733737.6
8/1/2017,FAST BARBERSHOP,1540553.2
8/20/2017,FAST BARBERSHOP,56991
8/9/2017,FAST BARBERSHOP,1476060.4
8/26/2017,FAST BARBERSHOP,1540553.2
8/15/2017,FAST BARBERSHOP,2015407.4
8/28/2017,FAST BARBERSHOP,1720526.2
8/21/2017,FAST BARBERSHOP,1941066.8
8/8/2017,FAST BARBERSHOP,496636
8/4/2017,FAST BARBERSHOP,2433673.6
8/16/2017,FAST BARBERSHOP,537402.8
8/5/2017,FAST BARBERSHOP,461387.8
8/7/2017,FAST BARBERSHOP,2131085.6
8/21/2017,FAST BARBERSHOP,1800582.4
8/9/2017,FAST BARBERSHOP,2159735.4
8/5/2017,FAST BARBERSHOP,2079131.4
8/15/2017,FAST BARBERSHOP,1672556
8/21/2017,FAST BARBERSHOP,1286069.6
8/19/2017,FAST BARBERSHOP,635526.6
8/9/2017,FAST BARBERSHOP,632240.2
8/9/2017,FAST BARBERSHOP,146839.2
8/20/2017,FAST BARBERSHOP,2042336.2
8/26/2017,JUSTICE,194632
8/19/2017,JUSTICE,1268179.8
8/6/2017,JUSTICE,358277.2
8/19/2017,JUSTICE,1556282.6
8/17/2017,JUSTICE,901583.8
8/5/2017,JUSTICE,2026755.8
8/13/2017,JUSTICE,2150732.8
8/26/2017,JUSTICE,2863790.8
8/13/2017,JUSTICE,1885761.6
8/10/2017,JUSTICE,74585.2
8/21/2017,JUSTICE,1476339
8/11/2017,JUSTICE,2370525.8
8/17/2017,JUSTICE,1112490.8
8/27/2017,JUSTICE,249223.4
8/11/2017,JUSTICE,2370525.8
8/13/2017,JUSTICE,2395179
8/8/2017,JUSTICE,1795527
8/12/2017,JUSTICE,669991.2
8/6/2017,JUSTICE,519728.8
8/13/2017,JUSTICE,2053366.4
8/14/2017,JUSTICE,126111.2
8/19/2017,JUSTICE,1809349.4
8/19/2017,JUSTICE,2289306.6
8/6/2017,JUSTICE,2063957.8
8/5/2017,JUSTICE,1660539.6
8/19/2017,JUSTICE,2704407.2
8/19/2017,JUSTICE,1242989.2
8/6/2017,JUSTICE,3670609.6
8/17/2017,JUSTICE,391003.8
8/20/2017,JUSTICE,1458218
8/26/2017,JUSTICE,1674551.4
8/27/2017,JUSTICE,1529914.6
8/26/2017,JUSTICE,1674551.4
8/26/2017,JUSTICE,1674551.4
8/17/2017,JUSTICE,1677601.8
8/18/2017,JUSTICE,1535146.4
8/17/2017,JUSTICE,1112490.8
8/27/2017,JUSTICE,1249456.4
8/26/2017,JUSTICE,660301.8
8/6/2017,JUSTICE,195596.2
8/26/2017,JUSTICE,1250594.4
8/26/2017,JUSTICE,59523.8
8/27/2017,JUSTICE,1532933
8/27/2017,JUSTICE,628341
8/21/2017,JUSTICE,598670.2
8/17/2017,JUSTICE,1242989.2
8/16/2017,JUSTICE,1365791
8/18/2017,JUSTICE,669991.2
8/5/2017,JUSTICE,1712816.2
8/19/2017,JUSTICE,1780777
8/28/2017,JUSTICE,1768278.6
8/27/2017,JUSTICE,351340.4
8/20/2017,JUSTICE,820219.4
8/6/2017,JUSTICE,2964463.8
8/5/2017,JUSTICE,97681.4
8/13/2017,JUSTICE,1644249.4
8/6/2017,JUSTICE,249223.4
8/1/2017,JUSTICE,1276820.2
8/27/2017,JUSTICE,3073058.4
8/25/2017,JUSTICE,2227861.4
8/18/2017,JUSTICE,1441780.4
8/17/2017,JUSTICE,983057
8/1/2017,JUSTICE,2168075
8/13/2017,JUSTICE,1279099.4
8/3/2017,LINEA,377913.6
8/5/2017,LINEA,1240322.2
8/21/2017,LINEA,2131948
8/20/2017,LINEA,1010083.4
8/5/2017,LINEA,1004208
8/3/2017,LINEA,1735908.4
8/7/2017,LINEA,1179577
8/5/2017,LINEA,693209.2
8/6/2017,LINEA,1827166.6
8/6/2017,LINEA,1827166.6
8/6/2017,LINEA,1827166.6
8/12/2017,LINEA,913701
8/12/2017,LINEA,2242761.2
8/5/2017,LINEA,1170807.2
8/28/2017,LINEA,972042.6
8/22/2017,LINEA,853055.6
8/23/2017,LINEA,1614986.8
8/15/2017,LINEA,106328
8/12/2017,LINEA,106328
8/3/2017,LINEA,885408.4
8/6/2017,LINEA,983057
8/4/2017,LINEA,1761003.2
8/16/2017,LINEA,953327.8
8/24/2017,LINEA,1128648.2
8/17/2017,LINEA,945907.6
8/18/2017,LINEA,99932.4
8/26/2017,LINEA,1120382.2
8/23/2017,LINEA,2117322.2
8/16/2017,LINEA,855295.8
8/29/2017,LINEA,4008581
8/17/2017,LINEA,811925.6
8/18/2017,OAKLEY,476149.4
8/27/2017,OAKLEY,287403.6
8/27/2017,OAKLEY,1291396.4
8/26/2017,OAKLEY,514507.6
8/13/2017,OAKLEY,582044.6
8/13/2017,OAKLEY,1106967
8/23/2017,OAKLEY,2423703
8/14/2017,OAKLEY,3086570.4
8/18/2017,OAKLEY,632416.2
8/10/2017,OAKLEY,1112490.8
8/3/2017,OAKLEY,1581336.6
8/11/2017,OAKLEY,134392.8
8/9/2017,OAKLEY,3253154.2
8/11/2017,OAKLEY,748877.8
8/13/2017,OAKLEY,582044.6
8/23/2017,OAKLEY,101888.8
8/6/2017,OAKLEY,1524500.8
8/27/2017,OAKLEY,632131.2
8/22/2017,OAKLEY,432727.4
8/4/2017,OAKLEY,754168
8/12/2017,OAKLEY,1126851.6
8/18/2017,HURLEY,675360.6
8/25/2017,HURLEY,2744568.2
8/4/2017,HURLEY,1816960.8
8/19/2017,HURLEY,1640555.2
8/5/2017,HURLEY,2221525.8
8/27/2017,HURLEY,471502.2
8/26/2017,HURLEY,1095430.6
8/13/2017,HURLEY,1971740.6
8/6/2017,HURLEY,1941910
8/30/2017,HURLEY,4008581
8/20/2017,HURLEY,140494.8
8/17/2017,DUNIA KOMIK,2631023
8/26/2017,DUNIA KOMIK,476368.6
8/11/2017,DUNIA KOMIK,1010922.8
8/26/2017,DUNIA KOMIK,3294525.2
8/17/2017,DUNIA KOMIK,24124.4
8/17/2017,DUNIA KOMIK,804202
8/13/2017,DUNIA KOMIK,1578934.4
8/12/2017,DUNIA KOMIK,179940.2
8/3/2017,DUNIA KOMIK,2139976.8
8/8/2017,DUNIA KOMIK,176404.6
8/13/2017,DUNIA KOMIK,5373
8/29/2017,DUNIA KOMIK,1679167.2
8/29/2017,DUNIA KOMIK,1171995.2
8/31/2017,DUNIA KOMIK,1887749.6
8/30/2017,DUNIA KOMIK,2045297.2
8/25/2017,DUNIA KOMIK,922153.8
8/4/2017,DUNIA KOMIK,501573.4
8/13/2017,DUNIA KOMIK,2274763
8/5/2017,DUNIA KOMIK,938702.6
8/20/2017,DUNIA KOMIK,884025.2
8/19/2017,DUNIA KOMIK,1538718.6
8/20/2017,DUNIA KOMIK,3380953.4
8/23/2017,DUNIA KOMIK,1805049.4
8/5/2017,DUNIA KOMIK,3395934.2
8/6/2017,DUNIA KOMIK,2736365.2
8/19/2017,DUNIA KOMIK,530829.6
8/12/2017,DUNIA KOMIK,294461.4
8/26/2017,DUNIA KOMIK,179940.2
8/20/2017,DUNIA KOMIK,1345081.4
8/17/2017,DUNIA KOMIK,1932734.2
8/20/2017,DUNIA KOMIK,1112490.8
8/28/2017,DUNIA KOMIK,2451415.2
8/20/2017,DUNIA KOMIK,884025.2
8/4/2017,DUNIA KOMIK,2447018.4
8/6/2017,DUNIA KOMIK,2093289.6
8/6/2017,KOPI KENANGAN,2052787.4
8/13/2017,KOPI KENANGAN,838024.4
8/6/2017,KOPI KENANGAN,1384964.6
8/5/2017,KOPI KENANGAN,2219142.4
8/2/2017,KOPI KENANGAN,1602368.4
8/13/2017,KOPI KENANGAN,879506.6
8/6/2017,KOPI KENANGAN,390784
8/6/2017,KOPI KENANGAN,1930389
8/13/2017,KOPI KENANGAN,1708874
8/30/2017,KOPI KENANGAN,720471.6
8/31/2017,KOPI KENANGAN,263067
8/9/2017,KOPI KENANGAN,63895.8
8/29/2017,KOPI KENANGAN,1502478
8/9/2017,KOPI KENANGAN,635884
8/1/2017,KOPI KENANGAN,1164101.6
8/7/2017,KOPI KENANGAN,1635951
8/1/2017,KOPI KENANGAN,1206779.6
8/6/2017,KOPI KENANGAN,3653122.4
8/30/2017,KOPI KENANGAN,2075205.2
8/2/2017,KOPI KENANGAN,1120094.8
8/12/2017,KOPI KENANGAN,2378469.2
8/6/2017,KOPI KENANGAN,178288.2
8/30/2017,KOPI KENANGAN,1602368.4
8/9/2017,KOPI KENANGAN,606494.2
8/29/2017,KOPI KENANGAN,2238219.2
8/29/2017,KOPI KENANGAN,684739.4
8/12/2017,KOPI KENANGAN,2789199.6
8/29/2017,KOPI KENANGAN,684739.4
8/11/2017,KOPI KENANGAN,390784
8/9/2017,KOPI KENANGAN,931178.2
8/5/2017,KOPI KENANGAN,1437367.4
8/29/2017,KOPI KENANGAN,916792.8
8/9/2017,KOPI KENANGAN,1927889.8
8/17/2017,KOPI KENANGAN,1006476
8/17/2017,KOPI KENANGAN,1502478
8/19/2017,KOPI KENANGAN,390776
8/16/2017,KOPI KENANGAN,1312533.6
8/26/2017,KOPI KENANGAN,125060.4
8/15/2017,KOPI KENANGAN,747396.4
8/27/2017,KOPI KENANGAN,1454862.4
8/26/2017,KOPI KENANGAN,1219990.4
8/26/2017,KOPI KENANGAN,807485.4
8/26/2017,KOPI KENANGAN,1406777
8/28/2017,KOPI KENANGAN,916792.8
8/27/2017,KOPI KENANGAN,133715
8/27/2017,KOPI KENANGAN,671490.4
8/27/2017,KOPI KENANGAN,2120331.8
8/25/2017,KOPI KENANGAN,58502
8/16/2017,KOPI KENANGAN,2070557.2
8/20/2017,KOPI KENANGAN,2306206.4
8/18/2017,KOPI KENANGAN,1963173.4
8/16/2017,KOPI KENANGAN,2238219.2
8/3/2017,KOPI KENANGAN,2583473.2
8/3/2017,KOPI KENANGAN,1768410.4
8/3/2017,KOPI KENANGAN,1329098.2
8/22/2017,KOPI KENANGAN,2238219.2
8/22/2017,KOPI KENANGAN,111454.8
8/22/2017,KOPI KENANGAN,111454.8
8/24/2017,KOPI KENANGAN,1065315.8
8/22/2017,KOPI KENANGAN,683850.6
8/24/2017,KOPI KENANGAN,100009.8
8/22/2017,KOPI KENANGAN,890192
8/3/2017,KOPI KENANGAN,1672105.8
8/21/2017,KOPI KENANGAN,947201.6
8/4/2017,KOPI KENANGAN,126059.4
8/3/2017,KOPI KENANGAN,108965.4
8/21/2017,KOPI KENANGAN,784885
8/24/2017,KOPI KENANGAN,109620.8
8/8/2017,KOPI KENANGAN,1602368.4
8/6/2017,KOPI KENANGAN,879506.6
8/6/2017,KOPI KENANGAN,879506.6
8/6/2017,KOPI KENANGAN,1921126
8/18/2017,KOPI KENANGAN,133437.4
8/18/2017,KOPI KENANGAN,640278.8
8/6/2017,KOPI KENANGAN,890823.2
8/5/2017,KOPI KENANGAN,111680.2
8/31/2017,KOPI KENANGAN,1347457.2
8/5/2017,KOPI KENANGAN,67458.4
8/5/2017,KOPI KENANGAN,1524631
8/5/2017,KOPI KENANGAN,2878188
8/5/2017,KOPI KENANGAN,105460.4
8/8/2017,KOPI KENANGAN,2110775.4
8/8/2017,KOPI KENANGAN,1155018.2
8/5/2017,KOPI KENANGAN,592293.8
8/8/2017,KOPI KENANGAN,1745484.2
8/8/2017,KOPI KENANGAN,1125105.4
8/8/2017,KOPI KENANGAN,107986.4
8/19/2017,KOPI KENANGAN,1458218
8/5/2017,KOPI KENANGAN,940809.6
8/5/2017,KOPI KENANGAN,174047.2
8/5/2017,KOPI KENANGAN,288428.4
8/5/2017,KOPI KENANGAN,1167712.2
8/5/2017,KOPI KENANGAN,1312016
8/12/2017,KOPI KENANGAN,427463.8
8/19/2017,KOPI KENANGAN,776584.6
8/19/2017,KOPI KENANGAN,28470.8
8/19/2017,KOPI KENANGAN,556511
8/30/2017,KOPI KENANGAN,3775304
8/20/2017,KOPI KENANGAN,571178
8/18/2017,KOPI KENANGAN,783253.4
8/19/2017,KOPI KENANGAN,72764.8
8/6/2017,KOPI KENANGAN,1501256.6
8/18/2017,KOPI KENANGAN,3019476.8
8/20/2017,KOPI KENANGAN,2798224.6
8/20/2017,KOPI KENANGAN,516601
8/19/2017,KOPI KENANGAN,2066180.4
8/6/2017,KOPI KENANGAN,176858.2
8/1/2017,KOPI KENANGAN,2113741.8
8/1/2017,KOPI KENANGAN,2744568.2
8/1/2017,KOPI KENANGAN,1171280.8
8/31/2017,KOPI KENANGAN,741122.2
8/5/2017,KOPI KENANGAN,1589773.8
8/1/2017,KOPI KENANGAN,1337001.2
8/8/2017,KOPI KENANGAN,1193000.6
8/7/2017,KOPI KENANGAN,195684.6
8/7/2017,KOPI KENANGAN,111795.8
8/7/2017,KOPI KENANGAN,748699.2
8/7/2017,KOPI KENANGAN,490719.4
8/8/2017,KOPI KENANGAN,1631712.2
8/7/2017,KOPI KENANGAN,1505002
8/12/2017,KOPI KENANGAN,1844350.4
8/12/2017,KOPI KENANGAN,1122668.4
8/31/2017,KOPI KENANGAN,109338.6
8/12/2017,KOPI KENANGAN,1122668.4
8/1/2017,KOPI KENANGAN,2455004.2
8/12/2017,KOPI KENANGAN,1824362.4
8/12/2017,KOPI KENANGAN,75184
8/5/2017,KOPI KENANGAN,133349.6
8/12/2017,KOPI KENANGAN,140120.4
8/31/2017,KOPI KENANGAN,2033372.4
8/30/2017,KOPI KENANGAN,3490410.8
8/31/2017,KOPI KENANGAN,67250.8
8/31/2017,KOPI KENANGAN,2207651.4
8/31/2017,KOPI KENANGAN,99409
8/30/2017,KOPI KENANGAN,224065.2
8/30/2017,KOPI KENANGAN,2385249.2
8/31/2017,KOPI KENANGAN,2113741.8
8/31/2017,KOPI KENANGAN,74265.8
8/31/2017,KOPI KENANGAN,134859.6
8/30/2017,KOPI KENANGAN,1516183.8
8/13/2017,KOPI KENANGAN,955136.2
8/30/2017,KOPI KENANGAN,2172362.8
8/14/2017,KOPI KENANGAN,99409
8/6/2017,KOPI KENANGAN,1828194.8
8/31/2017,KOPI KENANGAN,1506214.4
8/30/2017,KOPI KENANGAN,175214
8/5/2017,KOPI KENANGAN,1697005.2
8/6/2017,KOPI KENANGAN,2464928.6
8/1/2017,KOPI KENANGAN,2051516.8
8/6/2017,KOPI KENANGAN,89458.2
8/31/2017,KOPI KENANGAN,78220.4
8/31/2017,KOPI KENANGAN,2455004.2
8/2/2017,KOPI KENANGAN,1078350.2
8/2/2017,KOPI KENANGAN,1923317.6
8/3/2017,KOPI KENANGAN,1899077
8/2/2017,KOPI KENANGAN,2080800
8/2/2017,KOPI KENANGAN,874301
8/29/2017,KOPI KENANGAN,153194
8/14/2017,KOPI KENANGAN,2207651.4
8/12/2017,KOPI KENANGAN,1740051.8
8/11/2017,KOPI KENANGAN,1584503.6
8/13/2017,KOPI KENANGAN,1279099.4
8/9/2017,KOPI KENANGAN,774494.2
8/9/2017,KOPI KENANGAN,234615.6
8/9/2017,KOPI KENANGAN,59603.6
8/13/2017,KOPI KENANGAN,1125105.4
8/13/2017,KOPI KENANGAN,128009
8/12/2017,KOPI KENANGAN,1648672.8
8/13/2017,KOPI KENANGAN,1498906
8/11/2017,KOPI KENANGAN,1904440.4
8/5/2017,KOPI KENANGAN,148779.8
8/9/2017,KOPI KENANGAN,2057258.4
8/13/2017,KOPI KENANGAN,65887.4
8/11/2017,KOPI KENANGAN,2113741.8
8/9/2017,KOPI KENANGAN,78220.4
8/9/2017,KOPI KENANGAN,729647.4
8/9/2017,KOPI KENANGAN,2113741.8
8/11/2017,KOPI KENANGAN,101020.4
8/13/2017,KOPI KENANGAN,769475
8/11/2017,KOPI KENANGAN,796361.2
8/11/2017,KOPI KENANGAN,1274582.4
8/14/2017,KOPI KENANGAN,1231008.6
8/29/2017,KOPI KENANGAN,134305.8
8/2/2017,KOPI KENANGAN,518500.2
8/29/2017,KOPI KENANGAN,2385249.2
8/30/2017,KOPI KENANGAN,346335.8
8/29/2017,KOPI KENANGAN,729647.4
8/29/2017,KOPI KENANGAN,844065.6
8/6/2017,KOPI KENANGAN,139306
8/14/2017,KOPI KENANGAN,108588.2
8/13/2017,KOPI KENANGAN,122019.2
8/13/2017,KOPI KENANGAN,175738
8/13/2017,KOPI KENANGAN,1827162.8
8/5/2017,KOPI KENANGAN,2333055.6
8/6/2017,KOPI KENANGAN,174332.8
8/7/2017,KOPI KENANGAN,2744568.2
8/6/2017,KOPI KENANGAN,1392001.4
8/14/2017,KOPI KENANGAN,1023094.2
8/6/2017,KOPI KENANGAN,983588.6
8/5/2017,KOPI KENANGAN,1274824.4
8/11/2017,KOPI KENANGAN,1472342.4
8/12/2017,KOPI KENANGAN,1252895.2
8/11/2017,KOPI KENANGAN,2191428
8/13/2017,KOPI KENANGAN,1890586.2
8/7/2017,KOPI KENANGAN,107082.6
8/11/2017,KOPI KENANGAN,59603.6
8/14/2017,KOPI KENANGAN,59603.6
8/14/2017,KOPI KENANGAN,1617135.2
8/12/2017,KOPI KENANGAN,943424
8/13/2017,KOPI KENANGAN,1095460
8/13/2017,KOPI KENANGAN,854096
8/12/2017,KOPI KENANGAN,1126851.6
8/6/2017,KOPI KENANGAN,2201144
8/12/2017,KOPI KENANGAN,1192280
8/14/2017,KOPI KENANGAN,1790640.8
8/6/2017,KOPI KENANGAN,2248762.4
8/12/2017,KOPI KENANGAN,980797.8
8/12/2017,KOPI KENANGAN,1473026.6
8/11/2017,KOPI KENANGAN,1166170.6
8/12/2017,KOPI KENANGAN,136532.4
8/12/2017,KOPI KENANGAN,823718
8/11/2017,KOPI KENANGAN,193508.6
8/14/2017,KOPI KENANGAN,109338.6
8/9/2017,KOPI KENANGAN,399243.4
8/29/2017,KOPI KENANGAN,641318.2
8/13/2017,KOPI KENANGAN,1879013.6
8/20/2017,KOPI KENANGAN,99253.8
8/17/2017,KOPI KENANGAN,3802902
8/21/2017,KOPI KENANGAN,136126.2
8/3/2017,KOPI KENANGAN,2622322.6
8/24/2017,KOPI KENANGAN,113130.4
8/3/2017,KOPI KENANGAN,916266.6
8/24/2017,KOPI KENANGAN,103231.4
8/22/2017,KOPI KENANGAN,1190501.2
8/1/2017,KOPI KENANGAN,1835750.2
8/22/2017,KOPI KENANGAN,2113741.8
8/24/2017,KOPI KENANGAN,2966.4
8/22/2017,KOPI KENANGAN,68976.4
8/22/2017,KOPI KENANGAN,2090321
8/22/2017,KOPI KENANGAN,1207217
8/6/2017,KOPI KENANGAN,2404778
8/21/2017,KOPI KENANGAN,1050045.8
8/22/2017,KOPI KENANGAN,1613160.6
8/22/2017,KOPI KENANGAN,1613160.6
8/22/2017,KOPI KENANGAN,1661750.4
8/25/2017,KOPI KENANGAN,1304314.2
8/27/2017,KOPI KENANGAN,977423.8
8/24/2017,KOPI KENANGAN,1127207
8/3/2017,KOPI KENANGAN,385881.6
8/4/2017,KOPI KENANGAN,99409
8/25/2017,KOPI KENANGAN,1054822.8
8/4/2017,KOPI KENANGAN,1125829.8
8/21/2017,KOPI KENANGAN,1979072.2
8/21/2017,KOPI KENANGAN,2377356
8/24/2017,KOPI KENANGAN,111307.8
8/22/2017,KOPI KENANGAN,127966.2
8/4/2017,KOPI KENANGAN,296675
8/24/2017,KOPI KENANGAN,323321.8
8/4/2017,KOPI KENANGAN,350760.6
8/4/2017,KOPI KENANGAN,101020.4
8/4/2017,KOPI KENANGAN,158132.8
8/21/2017,KOPI KENANGAN,479662.2
8/21/2017,KOPI KENANGAN,1729387.6
8/21/2017,KOPI KENANGAN,59603.6
8/4/2017,KOPI KENANGAN,1688596.6
8/4/2017,KOPI KENANGAN,2385249.2
8/3/2017,KOPI KENANGAN,2113741.8
8/4/2017,KOPI KENANGAN,2455004.2
8/3/2017,KOPI KENANGAN,129754.4
8/3/2017,KOPI KENANGAN,1587781
8/3/2017,KOPI KENANGAN,151737.8
8/21/2017,KOPI KENANGAN,163921
8/21/2017,KOPI KENANGAN,140477
8/18/2017,KOPI KENANGAN,1610994.8
8/23/2017,KOPI KENANGAN,259830.4
8/23/2017,KOPI KENANGAN,487239.4
8/23/2017,KOPI KENANGAN,1899077
8/23/2017,KOPI KENANGAN,720098.4
8/23/2017,KOPI KENANGAN,1964160
8/23/2017,KOPI KENANGAN,2073801.2
8/23/2017,KOPI KENANGAN,1978721.6
8/23/2017,KOPI KENANGAN,1794517.2
8/23/2017,KOPI KENANGAN,118579.2
8/23/2017,KOPI KENANGAN,796424.4
8/10/2017,KOPI KENANGAN,1617135.2
8/10/2017,KOPI KENANGAN,1330539.8
8/10/2017,KOPI KENANGAN,2073801.2
8/10/2017,KOPI KENANGAN,1339900.2
8/27/2017,KOPI KENANGAN,481435
8/20/2017,KOPI KENANGAN,437631.6
8/17/2017,KOPI KENANGAN,2276124
8/9/2017,KOPI KENANGAN,2316743.8
8/23/2017,KOPI KENANGAN,729647.4
8/16/2017,KOPI KENANGAN,121123
8/23/2017,KOPI KENANGAN,747760.4
8/10/2017,KOPI KENANGAN,812102.6
8/16/2017,KOPI KENANGAN,729647.4
8/10/2017,KOPI KENANGAN,2910108.2
8/17/2017,KOPI KENANGAN,1112490.8
8/17/2017,KOPI KENANGAN,113648.8
8/17/2017,KOPI KENANGAN,1191659.6
8/17/2017,KOPI KENANGAN,1668752.4
8/10/2017,KOPI KENANGAN,2113741.8
8/10/2017,KOPI KENANGAN,78220.4
8/10/2017,KOPI KENANGAN,78220.4
8/17/2017,KOPI KENANGAN,490138.6
8/28/2017,KOPI KENANGAN,2075205.2
8/31/2017,KOPI KENANGAN,64992.2
8/17/2017,KOPI KENANGAN,793004.6
8/31/2017,KOPI KENANGAN,1285188.2
8/31/2017,KOPI KENANGAN,994769.6
8/17/2017,KOPI KENANGAN,958228.4
8/14/2017,KOPI KENANGAN,3752539.6
8/31/2017,KOPI KENANGAN,2427172.4
8/16/2017,KOPI KENANGAN,59603.6
8/16/2017,KOPI KENANGAN,123824.6
8/27/2017,KOPI KENANGAN,57113.6
8/27/2017,KOPI KENANGAN,2119142.2
8/25/2017,KOPI KENANGAN,103860.6
8/15/2017,KOPI KENANGAN,2008736.2
8/11/2017,KOPI KENANGAN,1491188
8/16/2017,KOPI KENANGAN,632198.2
8/16/2017,KOPI KENANGAN,59196.6
